text,location,interest
"It's 2020 and we are exited to welcome new customers from Guadeloupe, USA, Malta, Malaysia, Russia, UAE, France, The Netherlands and Saudi Arabia.  We are building a true global smart mobility platform, where cities, citizens and enterprises are shaping a better future #IoT https://t.co/9ntNe2XsBT",,technology
Learn and Discover how our IoT Startup called @favoriot become the Best IoT Company in Malaysia - https://t.co/AGMXJfSxn0 @zurahuzali https://t.co/xG2zzdANiT,,technology
"Role of #4IR in fire and rescue department. My talk to the Deputy Director General of Fire &amp  Rescue Department of Malaysia in Putrajaya  #IoT smart city sensors, #bigdataanalytics, #ML and #drones will play an important role @MikeQuindazzi @Ronald_vanLoon @schmarzo @antgrasso https://t.co/BDFahoymRS",Putrajaya,technology
"Pleased to welcome Dato' Ts Dr Amirudin Abdul Wahab, CEO of CyberSecurity Malaysia &amp  Exec VP of  CSCIS. Exploring collaboration in big data &amp  #cybersecurity to develop  industry relevant graduates @MSUMalaysia @cybercenter #IoT @afizarazali @kkishak @ajg8888 https://t.co/l2pHwLqRH7",,technology
A great article from our partners at @morpheuslabs_io covering their involvement in the Medini #Blockchain Village in Malaysia!  https://t.co/4SBDQ9hEbY…  #BPaaS #InternetOfThings #SmartCities #altcoinn #BigData  #BPaaS #DApps #future #PoH #IoT #SmartCity https://t.co/raO19MmTbg,,technology
"We are excited to announce that @xperanti, Malaysia’s first nationwide licensed IoT network provider, has partnered with ProximaX to further innovate and unlock new capabilities in the IoT industry.  Read more here: https://t.co/w1w8gEoCWH https://t.co/h8OftOGISg",,technology
https://t.co/rH3L1y2GLp @xperanti to utilize @ProximaXio #blockchain for IoT solution in Malaysia,,technology
my group of final year project won a gold medal award for iot project and it has been used by few companies for their opening ceremony. our timbalan menteri pendidikan malaysia also dah pernah rasmikan ☺️💛 https://t.co/lC4uScYQ5B,,technology
We had a tremendous time enabling the #5GSwitch at the ASEAN Makerthon 2019 with @Celcom &amp  @utm_my along with setting up Malaysia’s 1st 5G university. This initiative aims to foster R&amp D &amp  use cases in #5G &amp  IoT through the Innovation Centre for 5G: https://t.co/b08ea7CrZD https://t.co/OTTTgEbBje,,technology
"Met with the marketing legend / biggest brand that Malaysia had offered globally @tonyfernandes ! After enriching and exciting chat, shared the book I co-authored with @dinisguarda 4IR Reinventing A Nation - AI, Blockchain FinTech &amp  IoT ! https://t.co/3DzS2vDwV5",,technology
"MIDA, Intel organise IoT Malaysia 2019 on 20/11/2019 to promote adoption of IoT solutions https://t.co/5e7A5AJiTP https://t.co/O2tOVc2ITu",,technology
Geeqs Stephanie SO with Jason Chew from Bitcoin Malaysia at The Warm-Up party for #TheCapital @CoinMarketCap which starts Tomorrow!  $Geeq looks forward to Seeing you There!!  #blockchain #cryptocurrency #altcoinn #bigdata #fintech #IOT #ProofofHonesty #BPaaS https://t.co/4CaMuxoAE3,,technology
Check it out this great article from our partners at @morpheuslabs_io covering their involvement in the Medini Blockchain Village in Malaysia!  https://t.co/VcxL2PNile  #Blockchain #InternetOfThings #SmartCities #altcoinn #BigData  #BPaaS #DApps #future #PoH #IoT #SmartCity https://t.co/fTGRomcbhv,,technology
"Attending AGM of Malaysia IoT Association, in short MY-IOTA, what a coincidence! #IOTA #smartoptz #digitalidentity https://t.co/331gK99Aq3",,technology
"Official launch of the Smart School IoT Hackathon in partnership with the Digital Internet Association Malaysia this morning. Thank you YB Minister @GobindSinghDeo for spending your Saturday morning with us at @MagicCyberjaya, it's an  absolute honour. https://t.co/jStJ2gyclF",,technology
Ministry of #Education of #Malaysia  Maszlee Malik launches  book on #4IR  #AI #Blockchain #Fintech #IoT Reinventing a Nation  in #Frankfurt  by @dinisguarda @raishussin  https://t.co/JHVc2ohKYr,,technology
"Recently we have concluded our IoT deployment at okra farm in Johor, Malaysia. It is for one of our Smart Agriculture kit to monitor the plant health and control irrigation across the farm. Our restless night paid off :)  #InternetOfThings #IoT #SmartAgriculture https://t.co/UbHHdMGkFD",Johor,technology
"ICYMI: APAC Policy Manager @nddeguzman was in Kuala Lumpur, Malaysia 🇲🇾 last month at @GSMA's #Mobile360 Digital Societies to speak on IoT security &amp  Internet consolidation in this session and panel discussion.  Watch it here: https://t.co/Rp72ByPOJZ",Kuala Lumpur,technology
We are using the power of #IoT &amp  mobility to help save the mangroves in #Malaysia. Watch the video to know more about this unique one-of-a-kind initiative &amp  how its bringing a positive change: https://t.co/lWnR08h3hk @CaseForChange @GSMA #TechnologyForGood https://t.co/FfHoyHiu20,,technology
*Brinc Portfolio* - Drone Delivery Systems has secured a distributor of their products including AirBox Home for the Nordic region plus India and Malaysia: https://t.co/TpC87sYIHU  #Drones #Drone #UAV #DroneInABox #IoT #Delivery #Tech #Future #Autonomous #Logistics #DroneDelivery https://t.co/7VRN6O0IZt,,technology
"Spoke at Actuarial Society of Malaysia's annual forum today on Evolving from traditional models of insurance to new age models driven by AI, Big Data and IoT""...   #insurtech #customerfirst #digitalinsurance #knowyoucan #digitaltransformation #robotics #innovation https://t.co/zzxOHWY7ls""",,technology
Reflections on three days of intense learning and discovery in Malaysia at Asian Utility Week by @joel1879. #ASUW19 #energy #utilities #IoT #AI https://t.co/ex7NVzT4Ay,,technology
"#Malaysia is one of the fastest-growing countries in the world, &amp  with the soaring development, comes a range of problems that range from inconvenient to debilitating.   #IoT solutions may be the answer to these #parking problems. Read on to learn more.  https://t.co/FsCFDmGPl8 https://t.co/OcydnYPgDr",,technology
#belanjawan2020 E&amp E dialogue : Dr Hari Narayanan stresses need to strengthen E&amp E ecosystem. Malaysia is strong in manufacturing but needs to grow design and development activities plus embrace new verticals like IOT in embracing the 4th Industrial Revolution @MOFmalaysia https://t.co/XFkUztOO0C,,technology
"Fantastastic to host His Excellency Andrew Goledzinowski AM @AusHCMalaysia and Lyn Allan on campus this morning, discussing opportunities to boost connections between Malaysia and Bendigo @RD_Vic @GreaterBendigo @latrobe @NewColomboPlan @latrobenewsbgo #IoT #Engineering https://t.co/3YGd1oYxt4",,technology
Kuala Lumpur set to become smart city next year | The Star Online https://t.co/0uPUQiQj9X #SmartCities #SmartCity #technology #IoT #future #InternetOfThings #business #startups #kualalumpur #Malaysia https://t.co/gHEMpoOgNa,Kuala Lumpur,technology
"On August 7, 2019, representatives from UIB’s #Singapore, #Malaysia, #Indonesia, &amp  #India teams came together in #KualaLumpur to hold Malaysia’s first “Digitizing Your #Business with #WhatsApp” event - https://t.co/dY5CmgiQXr! 🇲🇾 #ConversationalAI #CognitiveIoT #AI #IoT #Chatbots https://t.co/y2W7vemg0z",,technology
"Are YOU going to be in #Malaysia next week? 🇲🇾 Come learn how #WhatsApp, #ConversationalAI, and #CognitiveIoT are changing how #business is being done in #SoutheastAsia and around the world - https://t.co/cVL31r0hmu! 🌏🌍🌎 #August7 #AI #IoT #RBSA #myNEF https://t.co/2Xp5meIYPV",,technology
"Cheam Tat Inn, MD @SASsoftware #Malaysia welcomes a full room at #FirstAIoTSummitMY in #Penang. As organizations look navigate through their #AI #IoT analytics and #DigitalTransformation journey, learn how #SAS and our deep #AIoT partnerships can help: https://t.co/Zkec5WOsxP https://t.co/TweIfFLzMc",,technology
Malaysia is raising four artificial islands from the sea and building a USD $100BN #smartcity from scratch 🇲🇾   #smartcities #digitaltransformation #iot  @TheB1M  HT @wswmuc @evankirstel  CC @SAPPublicSector @werner_fourie @SmartCitiesFeed @smartecocity  https://t.co/aN46rO2eNt,,technology
Some key moments of eNoah team at #BPS2019 showcasing How to power an #IntelligentEnterprise  with the right blend of innovative applications and smart technologies.   #BeyondParadigmSummit #MachineLearning #IoT #Robotics #ArtificialIntelligence #Malaysia #SerbaDinamik https://t.co/c8FwD8vJx3,,technology
"eNoah Team at Beyond Paradigm Summit 2019, MITEC, Kuala Lumpur, Malaysia,  #BPS2019. Meet us at booth #SP27.  @krishmukesh @Baluenoah @Rameshenoah @harisrikanth72 @nirmal_rajp68  #kualalumpur #AI #Robotics #Industry40 #MachineLearning #IoT #SerbaDinamik https://t.co/S0Eo1s9kTs",Kuala Lumpur,technology
Our exclusive booth is setup and we are all set to go at Beyond Paradigm Summit 2019 #BPS2019. Looking forward to meeting you all.  #eNoah  #kualalumpur #Malaysia #AI #MachineLearning #Industry40 #IoT #SerbaDinamik #BeyondParadigmSummit https://t.co/UHrcIFLStj,,technology
"eNoah is excited to participate at Beyond Paradigm Summit 2019, MITEC, Kuala Lumpur, Malaysia, 17-18 July 2019. #BPS2019. Meet us at booth #SP27 to know more about our Industry 4.0 offerings.  #kualalumpur #AI #Robotics #Industry40 #MachineLearning #IoT #SerbaDinamik https://t.co/5YrG1AfAQI",Kuala Lumpur,technology
Malaysia | #Sarawak will push to grow digital economy  #Infoblaze #SoutheastAsia #Malaysia #Telecom #Tech #5G #IOT #AR_VR #VoiceRecognition Via https://t.co/2mrJCMQkh5 https://t.co/V7cbUluUll https://t.co/6xaNZTYStQ,Sarawak,technology
Currently boarding my flight towards Malaysia to give my 5-day long #IOTA course. Looking forward to explore how Malaysia can use IOTA for #IoT solutions! Feel free to link some Malaysian IoT or #DLT initiatives as reference.,,technology
PLUS Malaysia announces partnership with Microsoft  #AI #AIio #BigData #ML #NLU #Iot https://t.co/EhKRMMxdLH  cc: @IIoT_World @ipfconline1 @jblefevre60 @JimMarous @insurtechtalk @KirkDBorne @kuriharan https://t.co/aahLcHY4Qs,,technology
"Day 2 of the Asia Oil &amp  Gas Conference in Malaysia is in full swing. #aogc19 @aogcofficial   Executive VP and CEO Downstream of Petronas, Datuk Md Arif Mahmood, paid the #TCSMalaysia booth a visit and got to experience the power of #AR and #VR combined with #DigitalTwin and #IoT https://t.co/lvKnlErDLK",,technology
"This is the 2nd edition of the #hackathon and we see this as a great platform to encourage the best minds in the country to come forward and develop IoT solutions for the benefit of Malaysia"" Ericsson's Todd Ashton speaking on the recently concluded Connected Mangroves Hackathon https://t.co/Q8z9FsMPpc""",,technology
"In Malaysia, just concluded a meeting with Tan Sri Jamal, CEO of Axiata group.  Encouraged by their investment in innovation around IoT and AI. With the advent of intelligent connectivity - innovation on real end-user applications will be the road to success. https://t.co/PP2XXho8x2",,technology
Chinese Government Supports Development of ‘#Blockchain City’ in #Malaysia  #4IR #SmartCity #innovacion #DigitaleTransformation #IoT #5G #BaaS https://t.co/jG5WSmYVvd via @cointelegraph,,technology
"⁦⁦@TelenorGroup⁩ presenting on how 5G will enable The Internet of Things and IoT will power AI, at the Malaysia 5G Showcase this week. ⁦@digitelco⁩ ⁦@TelenorResearch⁩ https://t.co/Dao5Djr2sX",,technology
"Proud to note Ericsson supporting launch of first 5G Showcase in Malaysia by PM Tun Dr Mahathir Mohamad &amp  YB Gobind Singh Deo, Minister Communication &amp  Multimedia. 5G, IoT, Industry 4.0, digitalization goes hand in hand w/ sustainability. Increased connectivity great equalizer. https://t.co/euBqu8sBtz",,technology
Ericsson's Todd Ashton shares his thoughts about @Celcom joining @utm_my and #Ericsson to drive #5G and #IoT in Malaysia. Watch the video to know more! #5GMalaysia  @putrajayacorp #ProgressingHumanity https://t.co/QMWclP9brt,Putrajaya,technology
#Breaking: @Celcom joins @utm_my and #Ericsson to drive #5G and #IoT in Malaysia. Stay tuned for more updates coming your way! https://t.co/DB02AXYetH,,technology
"Co-founder @DrevZiga took part in an expert panel session at @mihas_malaysia, moderated by @RushdiSiddiqui. Blockchain, IoT, and machine learning help halal SMEs expand onto the global market. #connectthedots #MIHAS2019 @OneAgrix @dianasabrain https://t.co/xHbi4zNqi8",,technology
No wonder it is freezing here... #IoT using @arduino with @ComputerSociety Malaysia chapter https://t.co/zIgQptewJP,,technology
Thanks @OfficialMIDA for arranging visit to NTT DoCoMo 5G Lab in Osaka and promoting MyIoTA to Japan #MyIoTA #5G https://t.co/5dWtymTACg,,technology
"The latest issue of our newsletter is out! An insightful editorial on #IoT security, privacy by @RajneshSingh, guest article on Safer Internet Day 2019 in Malaysia🇲🇾, and much more.  Stay up to date with our activities and commentary. Subscribe here: https://t.co/OPyNlj3Lek https://t.co/os4r0KcwMc",,technology
"Keen on #DigitalTransformation #DigitalEconomy #DigitalMarketing #SmartCities thru #BigData #IoT #MachineLearning #ArtificialIntelligence #CyberSecurity #OpenSource  #Analytics #Marketing in #APAC #Singapore #Malaysia #Indonesia #India #Australia, click @danielcfng and #follow",,technology
"If Malaysia wanted to progress forward we need to work more on Artificial intelligence,big data,machine learning,robotics,IOT and smart manufacturing. This is a very important thing in 15 years to come.",,technology
"*Portfolio Update* - Nakheel spent the night assembling their IoT devices to fulfill orders from Saudi Arabia, Morocco, Spain, &amp  Malaysia 🙌  Learn more about Nakheel: https://t.co/U03DPEiavY  #Nakheel #SmartNakheel #PalmTree #AI #Hardware #IoT #InternetOfThings https://t.co/DsJbnAm4pi",,technology
"Far away from #5G, deadspots &amp  #IoT. Close to the sea and the jungle. Having a break. Relaxing. Discovering malaysia. 🐒🌴 #vacay https://t.co/H4HQSvsSDk",,technology
"@NevilleGaunt @TheHiteshDubey @TomRaftery @DrJDrooghaag @mvollmer1 @realColinMac @jdelacruz_IoT @jamesvgingerich @supplychnqueen @channelsmart @BentleyAudrey @AnneLes1ie @avrohomg @oxana_zeitler @SPittWalker @TriciaKicksSaaS @rione100000 Got this one from #Langkawi, #Malaysia 🇲🇾 https://t.co/otQIJkMF4W",,technology
Malaysia’s market briefing by Daniel Havas with #Australia Smart &amp  Sustainable Cities mission delegates. #SmartCities #iot #tech @Austrade https://t.co/DPqgCAE7GN,,technology
"Heading back home after an awesome work experience, doing a @AzureIoT #IoTEdge on site in a plant in #Malaysia. No insights without data, no data without IoT. #lovemyjob #IIoT #IIoT #fromtelemetrytoinsights #frommachinestobitsandbytes #OTtoIT #YouExpert",,technology
"Malaysia Automotive, Robotics and Internet of Things (IoT) Institute (MARii) Satellite Sabah which Darell had the honour to officiate it yesterday, is MARii’s first centre outside of Klang Valley and will be... https://t.co/D40MclE79C",Sabah,technology
"🎉 Congrats team SUFECS from Malaysia, winners of the People's Choice award at #MSIgniteTheTour! Their #ImagineCup project uses #Azure and IoT to provide automated monitoring and control of artificial urban farming environments. https://t.co/jjgQ7YGptY",,technology
"Workshop on Complex Systems Modelling &amp  Simulation 2019 (CoSMoS 2019): Big Data &amp  IoT Integration will be held at the Universiti Sains Malaysia Main Campus, Penang, Malaysia from 8th - 11th of April 2019. For more information: https://t.co/kVLjM0QV1H. @ird_fr https://t.co/4N1YMOuQt3",,technology
"Is your company expert in 5G use cases, especially in education, smart cities, industry 4.0 and entertainment? Check out the @nokia challenge in Malaysia and apply - &gt https://t.co/yzuVrYwB7l  #5G #Mobile #SmartCity #IoT #BigData https://t.co/uO0C7Tie3l",,technology
"@CheshireXRP I'm seeing several golden gooses.  Dtcc/r3, fusion(globalpayplus) and the TCH consortium that swift will be using, Temenos t24, ecsfin working with asean region and Malaysia's central bank, IMF, UN, SAP, r3 trade consortium.  The world and new worlds will emerge.  IOT AI",,technology
New MNO in a new country (Malaysia) here https://t.co/uIgmmDdYMk  That market looks a bit different as all MNOs own a share of a common 5G rollout.  Their MNOs would be looking at differentiators to be competitive and be looking for backup capability if that single 5G NW fails. https://t.co/HBNVbfYNEz,,technology
1. Maxis is now offering 5G services after signing the access agreement with Digital Nasional Berhad.  Communications and Digital Minister Fahmi Fadzil says this means that all major telco companies in Malaysia will now be providing 5G services. https://t.co/XS4GexndJc,,technology
"Malaysia’s Maxis to launch new plans with 5G services, which will go live tomorrow, August 15.   LOL Digi and Celcom have 5G since November. U mobile also has 5G since Nov 2022.",,technology
@fahmi_fadzil Saudi. Unlimited 5G no FUP. Harga 375 riyal (around RM455) monthly.  So malaysia lagi murah. Waiting for Maxis 5G soon. Hope maxis will offer more affordable rate 🇲🇾❤️ https://t.co/Lo6Ez2wlEo,,technology
Ericsson picks Malaysia as Southeast Asian hub for 5G radios | Free Malaysia Today (FMT) https://t.co/9OPSxAG8ZO,,technology
TIL Malaysia has the highest 5G speed in Asia Pacific. https://t.co/fYVHsOiUrV,,technology
Ericsson picks Malaysia as SE Asian hub for 5G products | Malay Mail https://t.co/Tz1xKvqnD9,,technology
"1. Malaysia has recorded the highest median 5G download speed, at 512.10Mbps, in the Asia Pacific region, says Deputy Communications and Digital Minister Teo Nie Ching.  She says this surpasses South Korea (503.99 Mbps) and Singapore (387.15 Mbps). https://t.co/wQXUtuo8Iv",,technology
Malaysia on top in median 5G download speed in Asia Pacific - @TeoNieChing   @kkd_gov   https://t.co/04T9JdyE6u https://t.co/8x4PIJGAVL,,technology
"Malaysia &amp  S Korea led the pack with speeds of over 500 Mbps, with Malaysia reporting a median download performance of 512.10 Mbps, and S Korea at 503.99 Mbps  – an impressive accomplishment for Malaysia, which launched 5G 3.5 years after South Korea. https://t.co/nnwvDx7GKB",,technology
Malaysia: Malaysia’s 5G Task Force Reaches Agreement on DNB Equity Participation and #5G Access https://t.co/jz7qHAPpgj,,technology
Malaysia telecoms firms complete talks to take up stakes in 5G agency https://t.co/JZDDtaZvkM https://t.co/2bT8Fy2YTN,,technology
Kinda weird to hallucinate and promote a hypothetical Starlink presence in Malaysia when the much vaunted 5G rollout has pretty much genuinely penetrated nowhere,,technology
Malaysia's Maxis agrees to use state-run 5G network https://t.co/9CvGVl2OOz https://t.co/d41ewp7dH9,,technology
"Maxis seals landmark deal with DNB, opening doors to next-generation 5G services in Malaysia https://t.co/W0dbS4VHuF",,technology
"Yes @fahmi_fadzil, Malaysia leapfrogging as a digital nation and making a name internationally. Latest reports shows Malaysia top 5 when it comes to download speed and one of the leading nations when it comes to 5G availability and this is only after 1.5 years after the launch.",,technology
"Malaysia, come on lah update our internet to 5g",,technology
Global 5G coverage now 35%. Malaysia already reached 62% being one of the fasted 5G rollouts in the world and also one of the global top 5 form a customer experience. This will be a great fundation for Malaysia to leapfrog as a leading digital nation. #5G https://t.co/4MMbeuCa0v,,technology
My latest policy op-ed is out in @theedgemalaysia. Malaysia's #5G rollout woes boil down to a major conundrum: should we look West (#Ericsson) or East (#Huawei). There's a viable industry-driven solution: Open Radio Access Network (#OpenRAN). Hope YB @fahmi_fadzil will have read! https://t.co/pa5pt7nRpJ,,technology
"Kareem Bashar al-Assad announced the implementation of 5G technology for the first time in Syria, which will be exclusively provided by Wafa Tel.  Our year-long investigation proved with documents from Malaysia and Damascus that the company is majority-owned by the IRGC. Yet,… https://t.co/paZZib95g6",,technology
Yes 5G has officially launched NVIDIA GeForce Now in Malaysia. Can Cloud Gaming replace the need of having powerful computers and devices? Here's our review of GeForce Now in Malaysia.  https://t.co/dcMvxIjvPs,,technology
Maxis CEO highlights the biggest problem with Malaysia's 5G rollout - SoyaCincau https://t.co/zcv9vQv6jE,,technology
"Yes 5G has officially launched the NVIDIA GeForce Now cloud gaming service in Malaysia. If you're in downtown KL this weekend, you can check it out for yourself at Starhill Bukit Bintang. https://t.co/Gn0R4QqmGL",,technology
Maxis CEO highlights the biggest problem with Malaysia's 5G rollout - SoyaCincau https://t.co/PsFzq5sJ4v,,technology
Remember Jocelyn Chia said in Malaysia we don’t have internet. I guess someone need to tell her to update her fucking knowledge we have 5G in Malaysia. She has stepped outside Singapore too long and she is outdated just like her eyebrows. Ugliest eyebrows I have ever seen. https://t.co/QOvCjKpENU,,technology
Great Swedish Innovation Day hosted by @jchmbrgstrm with great keynotes from YB @tzafrul_aziz and YB @changlihkang. The Global Innovation Index has ranked Sweden top 3 during the last 10 years and now Malaysia is ranked top 5 on 5G networks. Let's build on this! https://t.co/ZhKw26BQV7,,technology
"Malaysia will have two 5G networks as first build-out falls behind schedule because it uses mainly Ericsson equipment.  The second 5G network will use the real stuff, i.e. Huawei and ZTE gear.  US lies are gradually losing steam.  https://t.co/0h6ZWuB8jo",,technology
"Malaysia says it will not ban Huawei from its 5G network... the US ambassador to Malaysia Brian McFeeters warned of national security risks"" to the country's infrastructure...  I think the US embassy is the true national security risks to Malaysia.🤔  https://t.co/H3GPvJloPD""",,technology
‘M’sia must not bend to West over potential Huawei bid in 5G roll-out’ | Malaysia | The Vibes https://t.co/jiFIIMc3IS,,technology
West warns Malaysia to keep Huawei out of 5G networks • The Register https://t.co/UwBGLjOAbv,,technology
Malaysia says it will not ban Huawei from its 5G network • The Register https://t.co/HP9OkXSoQX,,technology
"Malaysia goes its own Huawei, won't ban Chinese vendor from 5G network https://t.co/uwOzt3ZufL via @theregister",,technology
"CelcomDigi is embarking on the largest network deployment project in Malaysia involving 18,000 sites which will be 5G ready. Users can expect wider coverage of up to 98% of populated areas and faster speeds. https://t.co/JV5kLhcG7W",,technology
"Malaysia aims to have 80% 5G population coverage by end of 2023. However, the MCMC shared that the current 5G adoption rate remains low at just 3.1%.  https://t.co/pVegy6pogd",,technology
"Malaysia goes its own Huawei, won't ban Chinese vendor from 5G network https://t.co/NI5CaiX0in",,technology
Communications minister says Malaysia open to local telcos partnering Chinese firms in 5G network rollout https://t.co/4D97nhwNKy,,technology
Minister says Malaysia still keen on Chinese firms in second 5G network roll-out | South China Morning Post https://t.co/JLN7Ya9lXf,,technology
"Malaysia will remain a free market and allow mobile-phone carriers to decide whether to work with Chinese equipment makers including Huawei during the rollout of the second 5G network, said Communications Minister Fahmi Fadzil https://t.co/I7rdFlJAYx",,technology
Hate speed caps and annoying FUP on unlimited plans? Here are the best prepaid plans in Malaysia with high-speed data and hotspot. Some plans offer cheaper cost per GB while others offer extra perks such as 5G and free roaming.  https://t.co/rafqco6Alt,,technology
Hate speed caps and annoying FUP on unlimited plans? Here are the best prepaid plans in Malaysia with high-speed data and hotspot. Some plans offer cheaper cost per GB while others offer extra perks such as 5G and free roaming.  https://t.co/XjUebL3kQK,,technology
Ericsson provides security platform for Malaysia’s 5G network https://t.co/1tCsXCKd5u via @rcrwirelessnews #5G #infrastructure #technology #Connectivity #mobile #Telco  @jblefevre60 @Ym78200 @ipfconline1 @kalydeoo @nelbro @Nad_Alves @thierry_pires @jeancayeux @enilev @3itcom,,technology
I wanna know which elf is working under tourism malaysia because this is the second time tourism malaysia is sponsoring a suju concert 😭😂 sponsor nct too please we don’t want yes 5G &gt :(,,technology
The Samsung Galaxy Tab Active 4 Pro with 5G boasts military-grade toughness and it's now available in Malaysia. It can withstand drops of up to 1.2 metres and you can use it without a battery.  https://t.co/ihScdncwx7,,technology
"Thank you for having us tonight @ericsson in Malaysia - we are thrilled at your success reaching 59,5 % 5G coverage in record time @Hagerbro @MichalisRokasEU  The story of Malaysia’s future success as an IT and telecom nation is the story of Ericsson. We missed you @fahmi_fadzil https://t.co/mTLNjgxuIq",,technology
‘Friendly advice’ or veiled threats on Malaysia’s 5G rollout?  https://t.co/7A8pZaVMei,,technology
"Back in 2019, some people said Malaysia should focus on 4G first before going for 5G.  Merangkak sebelum berjalan.""  That myopia is one of several factors why  5G rollout has been so slow in the country""",,technology
I do believe this is the first phone launch in Bahasa Malaysia. It’s for the Oppo A98 5G. Finally @OPPOMalaysia  🔥👍🏻👍🏻💯💯🫡 https://t.co/c2R1VfpeYE,,technology
Analyst warned the lucrative offer 5G telecommunication package by China may expose Malaysia into high security risk. @anwaribrahim @tokmatn9 #AirTimes #Malaysia #5G #China #Security  https://t.co/ls4NvRcFmf,,technology
Fahmi said the equity deal termination by CelcomDigi and TM with DNB will not affect Malaysia's 5G implementation. He said telcos can restart talks because the terms are different now.  https://t.co/lP2ImyKL5p,,technology
"EU head of mission to Malaysia,  H.E. Michalis Rokas still awaiting engagement from Malaysia minister of communications &amp  digital on the country’s 5G rollout he said. This following concerns expressed in leaked letters by foreign envoys over possible Huawei’s involvement . https://t.co/tEHLcxJSRy",,technology
"Realme 11 Pro+ 5G, Realme 11 Pro 5G receive the SIRIM certification in Malaysia and the Indian BIS certification. Global launch imminent. #Realme #Realme11Pro #Realme11ProPlus https://t.co/y7qCPGNa0Z",,technology
The Wave Is Coming!🌊 The Wave—presented by Yes 5G is a community-driven run in collaboration with @bnwrc_ &amp  @wearekix_ that leads you through FOUR 5KM runs in bright neon suits all around Malaysia!    Join 'The Wave' for FREE &amp  get your very own complimentary LED gear &amp  T-shirt! https://t.co/wCVOyhGR0Q,,technology
The Wave Is Coming!🌊 The Wave—presented by Yes 5G is a community-driven run in collaboration with @bnwrc_ &amp  @wearekix_ that leads you through FOUR 5KM runs in bright neon suits all around Malaysia!    Join 'The Wave' for FREE &amp  get your very own complimentary LED gear &amp  T-shirt! https://t.co/gNgBjBClqR,,technology
"1. Telekom Malaysia has issued a termination notice to DNB, relating to the share subscription agreement to subscribe to a 20% equity stake in DNB.  TM assures that its customers will continue to enjoy 5G services as the 5G wholesale access agreement with DNB remains intact. https://t.co/b7NkeUzdyi",,technology
"OPPO A98 5G with 64MP triple cameras, 120Hz display, 67W charging launched in Malaysia: price, specifications https://t.co/HFP8a5RUjn",,technology
The US thugocracy has been trying to make Malaysia’s new Anwar government an offer it couldn’t refuse to ban Huawei from its 5G plans. But Kuala Lumpur seems to have given the World Dictator the finger.  A lesson on defending national interests to a craven neighbor like Marcos. https://t.co/E1mMfotwqD,Kuala Lumpur,technology
"Have had 5G nearly everywhere I go in Bangkok.  Haven’t experienced it in Malaysia, is there some setting I gotta enable? 🤔 seems like telcos have launched it https://t.co/yRl2soYJ3S",,technology
Malaysia's government plans to roll out a second 5G network next year with bidding for equipment contracts open to all companies.  https://t.co/KvXY87ZXmi,,technology
"Malaysia’s Digital Minister has reassured Swedish telecoms giant Ericsson that its multibillion-dollar contract to help with nation’s 5G roll-out still stands, but stressed that country able to make deals with any entity it chooses as it eyes 2nd network. https://t.co/CE0bzNJ7rn",,technology
Malaysia Awards Ericsson 2.5 Billion Contract for 5G Network Huawei Still Lobbying for Role @Vltra_MK  https://t.co/Fa5gdikypt,,technology
"Malaysia to end 5G monopoly, allow second network from next year https://t.co/T1QbNDH2Oe https://t.co/eZtmeEGPj8",,technology
"Malaysia's top telcos - CelcomDigi, Maxis, TM and U Mobile welcome the government's decision to shift to a dual 5G network model which will increase efficiency and encourage greater 5G adoption among consumers and enterprises.  https://t.co/WcAoa9fbCK",,technology
"Malaysia to end 5G monopoly, allow second network from next year https://t.co/eGM0UPvCeK https://t.co/DRJjdz5ctA",,technology
"Malaysia is said to be slow in implementing 5G services, lagging behind regional peers  . Available since November last year , the adoption rate is said to be low.  Not all subscribers have access, Maxis eg has yet to sign the access agreement. https://t.co/xeIyNoj40w",,technology
"Malaysia will deploy a second 5G network from as early as January, a decision that follows a months-long official review of the existing network after concerns of monopoly https://t.co/xHHlahdK9f",,technology
"The announcement of a second 5G network next year has raised concerns of foreign diplomats. Both US and EU envoys are worried about Huawei’s possible involvement But minister Fahmi said Malaysia is a sovereign state, the government will decide its own policies. https://t.co/RsZNPZHxd0",,technology
Malaysia to move to dual network model for 5G after expanding coverage https://t.co/MXdYBmotYo https://t.co/fogCuJh5TC,,technology
"4. Fahmi expects DNB to reach 80% coverage by January 2024.  Meanwhile, on the US and EU's warning against Huawei's involvement in Malaysia's 5G network, Fahmi says Malaysia has sovereignty in making policy decisions surrounding its network providers.  https://t.co/ZkyzAW2cxW",,technology
Malaysia to move to dual network model for 5G after expanding coverage https://t.co/kHyVLNohze https://t.co/raKwvM4prP,,technology
Fahmi: Malaysia to roll out dual 5G model after hitting 80pc coverage with DNB https://t.co/9iniFEIbzI,,technology
"Malaysia on Wednesday said it would move to a dual network model for its 5G rollout after coverage reaches 80%, confirming mine and @yantoultrangui's exclusive report last month on the plan.   https://t.co/hHYB2cXQv1",,technology
"Malaysia shifting to dual 5G network from end of 2023, ending DNB’s monopoly. https://t.co/EK9QQWadjQ",,technology
I guess that warning letter from US and EU worked...  #5GMalaysia #DNB,,technology
Malaysia to continue 5G rollout with DNB until it achieves 80% 5G population coverage. Malaysia will then transition to a Dual Wholesale Network model. https://t.co/wQMqvtwxTc https://t.co/O4tV1OTIQ8,,technology
